2026/09/04 05:23:24.791, 0, 78 %, 744 MiB
2026/09/04 05:23:26.817, 0, 78 %, 744 MiB
2026/09/04 05:23:28.844, 0, 79 %, 744 MiB
2026/09/04 05:23:30.872, 0, 78 %, 744 MiB
2026/09/04 05:23:32.902, 0, 78 %, 744 MiB
2026/09/04 05:23:34.932, 0, 78 %, 744 MiB
2026/09/04 05:23:36.962, 0, 78 %, 744 MiB
2026/09/04 05:23:38.996, 0, 78 %, 744 MiB
2026/09/04 05:23:41.025, 0, 77 %, 744 MiB
2026/09/04 05:23:43.056, 0, 77 %, 744 MiB
2026/09/04 05:23:45.086, 0, 77 %, 744 MiB
2026/09/04 05:23:47.120, 0, 77 %, 744 MiB
2026/09/04 05:23:49.150, 0, 77 %, 744 MiB
2026/09/04 05:23:51.180, 0, 77 %, 744 MiB
2026/09/04 05:23:53.212, 0, 77 %, 744 MiB
2026/09/04 05:23:55.245, 0, 77 %, 744 MiB
2026/09/04 05:23:57.274, 0, 77 %, 744 MiB
2026/09/04 05:23:59.302, 0, 77 %, 744 MiB
2026/09/04 05:24:01.332, 0, 76 %, 744 MiB
2026/09/04 05:24:03.369, 0, 77 %, 744 MiB
2026/09/04 05:24:05.399, 0, 77 %, 744 MiB
2026/09/04 05:24:07.426, 0, 77 %, 744 MiB
2026/09/04 05:24:09.456, 0, 76 %, 744 MiB
2026/09/04 05:24:11.483, 0, 77 %, 744 MiB
2026/09/04 05:24:13.516, 0, 77 %, 744 MiB
2026/09/04 05:24:15.544, 0, 76 %, 744 MiB
2026/09/04 05:24:17.579, 0, 76 %, 744 MiB
2026/09/04 05:24:19.609, 0, 76 %, 744 MiB
2026/09/04 05:24:21.644, 0, 76 %, 744 MiB
2026/09/04 05:24:23.674, 0, 76 %, 744 MiB
2026/09/04 05:24:25.706, 0, 76 %, 744 MiB
2026/09/04 05:24:27.733, 0, 0 %, 646 MiB
2026/09/04 05:24:29.759, 0, 0 %, 646 MiB
2026/09/04 05:24:31.799, 0, 0 %, 0 MiB
2026/09/04 05:24:33.833, 0, 0 %, 0 MiB
2026/09/04 05:24:35.865, 0, 0 %, 0 MiB
2026/09/04 05:24:37.962, 0, 0 %, 4 MiB
2026/09/04 05:24:39.991, 0, 0 %, 0 MiB
2026/09/04 05:24:42.021, 0, 0 %, 0 MiB
2026/09/04 05:24:44.049, 0, 0 %, 0 MiB
2026/09/04 05:24:46.082, 0, 0 %, 0 MiB
2026/09/04 05:24:48.110, 0, 0 %, 0 MiB
2026/09/04 05:24:50.138, 0, 0 %, 0 MiB
2026/09/04 05:24:52.170, 0, 0 %, 0 MiB
2026/09/04 05:24:54.199, 0, 0 %, 0 MiB
2026/09/04 05:24:56.227, 0, 0 %, 4 MiB
2026/09/04 05:24:58.259, 0, 0 %, 4 MiB
2026/09/04 05:25:00.289, 0, 0 %, 748 MiB
2026/09/04 05:25:02.315, 0, 0 %, 748 MiB
2026/09/04 05:25:04.345, 0, 0 %, 834 MiB
2026/09/04 05:25:06.372, 0, 0 %, 836 MiB
2026/09/04 05:25:08.406, 0, 0 %, 850 MiB
2026/09/04 05:25:10.445, 0, 0 %, 3896 MiB
2026/09/04 05:25:12.477, 0, 0 %, 3896 MiB
2026/09/04 05:25:14.517, 0, 0 %, 3928 MiB
2026/09/04 05:25:16.545, 0, 0 %, 3990 MiB
2026/09/04 05:25:18.576, 0, 0 %, 3990 MiB
2026/09/04 05:25:20.636, 0, 0 %, 3990 MiB
2026/09/04 05:25:22.687, 0, 0 %, 0 MiB
2026/09/04 05:25:24.720, 0, 0 %, 0 MiB
2026/09/04 05:25:26.753, 0, 0 %, 0 MiB
2026/09/04 05:25:28.791, 0, 0 %, 0 MiB
2026/09/04 05:25:30.826, 0, 0 %, 0 MiB
2026/09/04 05:25:32.856, 0, 0 %, 0 MiB
2026/09/04 05:25:34.889, 0, 0 %, 0 MiB
2026/09/04 05:25:36.917, 0, 76 %, 744 MiB
2026/09/04 05:25:38.948, 0, 77 %, 744 MiB
2026/09/04 05:25:40.975, 0, 77 %, 744 MiB
2026/09/04 05:25:43.001, 0, 77 %, 744 MiB
2026/09/04 05:25:45.028, 0, 77 %, 744 MiB
2026/09/04 05:25:47.055, 0, 76 %, 744 MiB
2026/09/04 05:25:49.087, 0, 76 %, 744 MiB
2026/09/04 05:25:51.114, 0, 76 %, 744 MiB
2026/09/04 05:25:53.146, 0, 77 %, 744 MiB
2026/09/04 05:25:55.173, 0, 80 %, 744 MiB
2026/09/04 05:25:57.210, 0, 79 %, 744 MiB
2026/09/04 05:25:59.240, 0, 79 %, 744 MiB
2026/09/04 05:26:01.268, 0, 78 %, 744 MiB
2026/09/04 05:26:03.295, 0, 77 %, 744 MiB
2026/09/04 05:26:05.323, 0, 71 %, 744 MiB
2026/09/04 05:26:07.349, 0, 0 %, 0 MiB
2026/09/04 05:26:09.377, 0, 0 %, 0 MiB
2026/09/04 05:26:11.407, 0, 0 %, 0 MiB
2026/09/04 05:26:13.435, 0, 0 %, 0 MiB
2026/09/04 05:26:15.475, 0, 0 %, 2 MiB
2026/09/04 05:26:17.796, 0, 0 %, 4 MiB
2026/09/04 05:26:19.849, 0, 0 %, 740 MiB
2026/09/04 05:26:21.883, 0, 0 %, 0 MiB
2026/09/04 05:26:23.916, 0, 0 %, 0 MiB
2026/09/04 05:26:25.952, 0, 0 %, 0 MiB
2026/09/04 05:26:27.980, 0, 0 %, 0 MiB
2026/09/04 05:26:30.014, 0, 0 %, 0 MiB
2026/09/04 05:26:32.046, 0, 0 %, 4 MiB
2026/09/04 05:26:34.074, 0, 0 %, 4 MiB
